left_bars,right_bars,sma_length,regime,sharpe,return,max_dd,trades,win_rate,pnl
2,1,20,none,0.18009751437176652,-0.02875,-0.5365,1276,0.45846394984326017,-2875.0
2,1,20,trend_follow,0.7120438653526429,0.2105,-0.107375,734,0.43869209809264303,21050.0
2,1,20,mean_revert,0.7903147723598242,0.244125,-0.1765,1242,0.46215780998389694,24412.5
2,1,50,none,0.34942318964269337,0.095375,-0.41840900655697144,1273,0.4587588373919874,9537.5
2,1,50,trend_follow,0.6027207119046828,0.177,-0.13425,753,0.44754316069057104,17700.0
2,1,50,mean_revert,0.2636282079562947,0.0315,-0.3244422285927957,1210,0.46198347107438015,3150.0
2,1,100,none,0.4956846109933275,0.172125,-0.335625,1266,0.4589257503949447,17212.5
2,1,100,trend_follow,0.683119658771416,0.133,-0.12829489291598023,738,0.45934959349593496,13300.0
2,1,100,mean_revert,0.9684640024551359,0.206875,-0.1318127962085308,1154,0.46360485268630847,20687.5
2,1,200,none,1.464707438403748,0.486125,-0.10837118754055808,1250,0.4616,48612.5
2,1,200,trend_follow,0.7841970132929666,0.151125,-0.102,791,0.4664981036662453,15112.5
2,1,200,mean_revert,0.5908302334844183,0.12075,-0.1317415436171327,1059,0.4683663833805477,12075.0
2,2,20,none,0.5965166013717506,0.264875,-0.355625,1062,0.4397363465160075,26487.5
2,2,20,trend_follow,0.8299379678491138,0.286,-0.08689616879511383,643,0.41835147744945567,28600.0
2,2,20,mean_revert,-0.05581494130783158,-0.27475,-0.66675,1028,0.44260700389105057,-27475.0
2,2,50,none,0.6841579521243346,0.310375,-0.31729341909945574,1059,0.4400377714825307,31037.5
2,2,50,trend_follow,0.9367196624839331,0.316625,-0.12222126856063857,640,0.409375,31662.5
2,2,50,mean_revert,1.2599484964774643,0.453875,-0.07628791958355771,1002,0.4431137724550898,45387.5
2,2,100,none,0.8153003652525405,0.3735,-0.247,1054,0.4411764705882353,37350.0
2,2,100,trend_follow,1.2144583853760915,0.39325,-0.1374841168996188,628,0.428343949044586,39325.0
2,2,100,mean_revert,1.3924929648055844,0.439625,-0.07350756052792588,953,0.4459601259181532,43962.5
2,2,200,none,1.3175476513197526,0.5535,-0.09160504567203132,1040,0.44326923076923075,55350.0
2,2,200,trend_follow,0.41577966562122637,0.081,-0.13735325506937032,658,0.4331306990881459,8100.0
2,2,200,mean_revert,0.40354611411999164,0.112,-0.124375,872,0.45298165137614677,11200.0
2,3,20,none,0.16454003221136532,-0.009,-0.3025,871,0.42365097588978184,-900.0
2,3,20,trend_follow,-0.007339957552470777,-0.06525,-0.2285,565,0.431858407079646,-6525.0
2,3,20,mean_revert,-0.30631558526368174,-0.255,-0.3645,849,0.42402826855123676,-25500.0
2,3,50,none,0.28423409589736304,0.062625,-0.230875,869,0.4234752589182969,6262.5
2,3,50,trend_follow,0.5406250877836838,0.1595,-0.15025094102885822,543,0.43278084714548803,15950.0
2,3,50,mean_revert,1.0971554264118346,0.39225,-0.10858251742083444,827,0.4268440145102781,39225.0
2,3,100,none,0.4881941386201713,0.159375,-0.15964587994941143,865,0.4254335260115607,15937.5
2,3,100,trend_follow,0.844057140537601,0.20025,-0.15749488652965812,520,0.4461538461538462,20025.0
2,3,100,mean_revert,1.5827743099332012,0.57625,-0.08066958947787964,781,0.43405889884763127,57625.0
2,3,200,none,0.7116356967280127,0.24125,-0.15008231205414305,856,0.4264018691588785,24125.0
2,3,200,trend_follow,0.07047844641255763,-0.00375,-0.17652400953570213,544,0.4338235294117647,-375.0
2,3,200,mean_revert,-0.15424651634534814,-0.012125,-0.177625,712,0.4339887640449438,-1212.5
3,1,20,none,0.37936858553211594,0.11125,-0.39625,938,0.5127931769722814,11125.0
3,1,20,trend_follow,1.1662234145459487,0.344625,-0.08127381068672462,531,0.4915254237288136,34462.5
3,1,20,mean_revert,0.6685336433587955,0.201625,-0.244,916,0.5152838427947598,20162.5
3,1,50,none,0.6119466119516201,0.234125,-0.2808363231473463,936,0.5138888888888888,23412.5
3,1,50,trend_follow,0.9051619461554358,0.282,-0.095125,559,0.5026833631484794,28200.0
3,1,50,mean_revert,1.5108923280197741,0.434,-0.09212110786168931,893,0.5139977603583427,43400.0
3,1,100,none,0.6526979139821998,0.2525,-0.255,932,0.5128755364806867,25250.0
3,1,100,trend_follow,0.6668044947315417,0.140375,-0.11975,545,0.5137614678899083,14037.5
3,1,100,mean_revert,1.4397095648307887,0.31825,-0.0799733739064283,855,0.5146198830409356,31825.0
3,1,200,none,1.4418546161563721,0.4915,-0.1012363943781042,923,0.5135427952329361,49150.0
3,1,200,trend_follow,0.6202397301714844,0.130625,-0.168,578,0.5224913494809689,13062.5
3,1,200,mean_revert,0.7416440359608123,0.154375,-0.09149692854833495,782,0.5179028132992327,15437.5
3,2,20,none,0.5893392521336462,0.251875,-0.3302808302808303,846,0.46808510638297873,25187.5
3,2,20,trend_follow,0.7914069161475298,0.274875,-0.08175,506,0.44861660079051385,27487.5
3,2,20,mean_revert,-0.08875389400544356,-0.292,-0.642375,821,0.4701583434835566,-29200.0
3,2,50,none,0.568236760071612,0.238625,-0.3346115784265215,844,0.46800947867298576,23862.5
3,2,50,trend_follow,0.5588386501194895,0.180125,-0.12575,506,0.43478260869565216,18012.5
3,2,50,mean_revert,1.427221707972932,0.51725,-0.08242074927953891,801,0.47440699126092384,51725.0
3,2,100,none,0.7037519302269919,0.308125,-0.258125,840,0.46904761904761905,30812.5
3,2,100,trend_follow,1.1214520429897785,0.35025,-0.1362248563218391,498,0.45582329317269077,35025.0
3,2,100,mean_revert,1.4757268029656023,0.460375,-0.06346671149966375,761,0.47700394218134035,46037.5
3,2,200,none,1.230802639298544,0.49925,-0.11268387454898696,831,0.470517448856799,49925.0
3,2,200,trend_follow,0.582488898449783,0.1175,-0.14197134915544152,517,0.4584139264990329,11750.0
3,2,200,mean_revert,0.9238705300359489,0.212125,-0.093,693,0.481962481962482,21212.5
3,3,20,none,0.23639157298515953,0.032,-0.286625,754,0.4496021220159151,3200.0
3,3,20,trend_follow,-0.03748388893302398,-0.069625,-0.186,477,0.4444444444444444,-6962.5
3,3,20,mean_revert,-0.1843702263762982,-0.203875,-0.436875,733,0.4488403819918145,-20387.5
3,3,50,none,0.3647908331482893,0.103625,-0.215,752,0.449468085106383,10362.5
3,3,50,trend_follow,0.47387107800721257,0.12625,-0.1832222574843965,470,0.451063829787234,12625.0
3,3,50,mean_revert,1.2810392522333829,0.484375,-0.11313334552771173,716,0.45251396648044695,48437.5
3,3,100,none,0.5780819172766938,0.200375,-0.18184612232353242,748,0.45187165775401067,20037.5
3,3,100,trend_follow,0.5878727457146076,0.127,-0.1704938659955961,447,0.465324384787472,12700.0
3,3,100,mean_revert,1.7747127931443087,0.667125,-0.06447494414299394,675,0.46074074074074073,66712.5
3,3,200,none,0.7433181049727657,0.25575,-0.17395139161113288,741,0.45209176788124156,25575.0
3,3,200,trend_follow,-0.370472461300012,-0.107875,-0.24034691695378402,474,0.4430379746835443,-10787.5
3,3,200,mean_revert,0.8312434404504118,0.209125,-0.11457819437592501,615,0.46178861788617886,20912.5
4,1,20,none,0.38856697890206227,0.10925,-0.4845,731,0.5526675786593708,10925.0
4,1,20,trend_follow,0.6879513304256833,0.16825,-0.16852852852852854,407,0.515970515970516,16825.0
4,1,20,mean_revert,1.0171301400355033,0.371,-0.248875,713,0.5553997194950911,37100.0
4,1,50,none,0.6374628994379115,0.232125,-0.361625,729,0.5541838134430727,23212.5
4,1,50,trend_follow,0.6079548543212572,0.142,-0.19,439,0.5466970387243736,14200.0
4,1,50,mean_revert,1.8359877489864695,0.63825,-0.09448296208880366,694,0.553314121037464,63825.0
4,1,100,none,0.7175366733478549,0.26575,-0.328,726,0.5550964187327824,26575.0
4,1,100,trend_follow,1.385263059540335,0.348375,-0.11875,422,0.5734597156398105,34837.5
4,1,100,mean_revert,1.473555394832763,0.467625,-0.09126197555335315,663,0.5565610859728507,46762.5
4,1,200,none,1.6606924712755313,0.496875,-0.1162079510703364,718,0.5571030640668524,49687.5
4,1,200,trend_follow,1.2496917088297501,0.3155,-0.167,449,0.5701559020044543,31550.0
4,1,200,mean_revert,1.1266386020833528,0.226875,-0.10404339250493097,612,0.5555555555555556,22687.5
4,2,20,none,0.5678748572841011,0.229125,-0.2467308166790032,690,0.48405797101449277,22912.5
4,2,20,trend_follow,0.6167259375395745,0.2015,-0.1019666524155622,400,0.455,20150.0
4,2,20,mean_revert,-0.1594651135080878,-0.33225,-0.642375,670,0.4835820895522388,-33225.0
4,2,50,none,0.546725914745575,0.215875,-0.25,688,0.48401162790697677,21587.5
4,2,50,trend_follow,0.35995242626176677,0.094125,-0.15904611746156877,414,0.4396135265700483,9412.5
4,2,50,mean_revert,1.3550618196729203,0.485875,-0.07804508429626823,650,0.4876923076923077,48587.5
4,2,100,none,0.7033561305805097,0.295875,-0.17,685,0.48613138686131385,29587.5
4,2,100,trend_follow,0.45197683488000534,0.09675,-0.147601879165301,410,0.45121951219512196,9675.0
4,2,100,mean_revert,1.2286615045273779,0.377875,-0.08566678333916695,621,0.4927536231884058,37787.5
4,2,200,none,1.0885604792791537,0.43175,-0.11583946363721016,677,0.4859675036927622,43175.0
4,2,200,trend_follow,0.2863897733985883,0.05225,-0.15064964157706093,426,0.4624413145539906,5225.0
4,2,200,mean_revert,0.9262595958040368,0.21175,-0.084375,567,0.4991181657848324,21175.0
4,3,20,none,0.3980350486731864,0.123,-0.283875,654,0.45871559633027525,12300.0
4,3,20,trend_follow,0.04603943105389355,-0.040875,-0.193875,405,0.454320987654321,-4087.5
4,3,20,mean_revert,0.031209658230148284,-0.092,-0.3905,636,0.45754716981132076,-9200.0
4,3,50,none,0.5440277254005255,0.194625,-0.21225,652,0.45858895705521474,19462.5
4,3,50,trend_follow,0.48494264839892526,0.134,-0.19160973526900085,405,0.44938271604938274,13400.0
4,3,50,mean_revert,1.4824671136108514,0.579375,-0.09656108597285068,621,0.46215780998389694,57937.5
4,3,100,none,0.7658429200222004,0.288625,-0.15488877392653905,649,0.46070878274268107,28862.5
4,3,100,trend_follow,0.40235905201549155,0.0815,-0.14241559676652402,389,0.46786632390745503,8150.0
4,3,100,mean_revert,1.8713290977577526,0.709375,-0.05984679221193744,589,0.4702886247877759,70937.5
4,3,200,none,0.9791213587501906,0.354625,-0.14686549592857845,642,0.46261682242990654,35462.5
4,3,200,trend_follow,-0.2050377470883787,-0.079,-0.204875,416,0.4567307692307692,-7900.0
4,3,200,mean_revert,1.176301995288531,0.279625,-0.09336457819437592,534,0.47191011235955055,27962.5
5,1,20,none,0.264370845405233,0.032875,-0.53625,601,0.589018302828619,3287.5
5,1,20,trend_follow,0.531051183522802,0.113125,-0.1748203106886158,316,0.5569620253164557,11312.5
5,1,20,mean_revert,0.9828232908081864,0.33225,-0.27125,589,0.5942275042444821,33225.0
5,1,50,none,0.48353707018119174,0.15575,-0.4154938348486736,599,0.5909849749582637,15575.0
5,1,50,trend_follow,0.5176165786600733,0.118,-0.251375,360,0.5833333333333334,11800.0
5,1,50,mean_revert,2.1283234766147143,0.520125,-0.08542955878807361,572,0.5909090909090909,52012.5
5,1,100,none,0.4761625348332034,0.152125,-0.417,596,0.5922818791946308,15212.5
5,1,100,trend_follow,1.024537713326212,0.240125,-0.180125,345,0.6057971014492753,24012.5
5,1,100,mean_revert,1.7662220675264217,0.343625,-0.07830551989730423,547,0.5941499085923218,34362.5
5,1,200,none,1.3445772408439816,0.3885,-0.18702716110628798,590,0.5949152542372881,38850.0
5,1,200,trend_follow,1.1256852514738966,0.27275,-0.180125,370,0.6081081081081081,27275.0
5,1,200,mean_revert,1.2096797841751852,0.2505,-0.08701616854483096,505,0.5900990099009901,25050.0
5,2,20,none,0.11371340407021018,-0.05925,-0.33209967924993833,576,0.4878472222222222,-5925.0
5,2,20,trend_follow,0.47152261984459476,0.129625,-0.08817718623271291,328,0.45121951219512196,12962.5
5,2,20,mean_revert,-0.3081194538723845,-0.412125,-0.642375,561,0.48841354723707664,-41212.5
5,2,50,none,0.09273230115316011,-0.0725,-0.3365,574,0.4878048780487805,-7250.0
5,2,50,trend_follow,0.08326312732764476,-0.01675,-0.16245919477693144,349,0.4498567335243553,-1675.0
5,2,50,mean_revert,1.2169911867372867,0.335625,-0.08342580449914254,544,0.4944852941176471,33562.5
5,2,100,none,0.15934835227387822,-0.023875,-0.287875,571,0.4903677758318739,-2387.5
5,2,100,trend_follow,-0.12739959501100742,-0.05475,-0.1788895668090299,345,0.45217391304347826,-5475.0
5,2,100,mean_revert,0.8704059184842832,0.168,-0.09090909090909091,522,0.5076628352490421,16800.0
5,2,200,none,0.7055135005628346,0.24,-0.12135773438298743,565,0.4902654867256637,24000.0
5,2,200,trend_follow,-0.2038598908918453,-0.0745,-0.16314826113483832,360,0.46944444444444444,-7450.0
5,2,200,mean_revert,0.4421560427217349,0.118,-0.10325,479,0.5052192066805845,11800.0
5,3,20,none,0.06214576572884528,-0.117375,-0.454375,555,0.4666666666666667,-11737.5
5,3,20,trend_follow,-0.27570361434586743,-0.16525,-0.24907794443078435,342,0.4473684210526316,-16525.0
5,3,20,mean_revert,-0.24666992296730036,-0.216125,-0.4925,540,0.4648148148148148,-21612.5
5,3,50,none,0.13603747823588777,-0.04575,-0.38275,553,0.4665461121157324,-4575.0
5,3,50,trend_follow,0.2890036598869853,0.06175,-0.23473526900085398,347,0.44668587896253603,6175.0
5,3,50,mean_revert,1.2374026184721003,0.386875,-0.10032328709980186,527,0.47058823529411764,38687.5
5,3,100,none,0.273709824148384,0.04825,-0.2963146178580262,550,0.4690909090909091,4825.0
5,3,100,trend_follow,-0.09326594385579713,-0.045375,-0.21172135045173562,331,0.4652567975830816,-4537.5
5,3,100,mean_revert,1.6324460375866303,0.4825,-0.06630623278588187,502,0.4760956175298805,48250.0
5,3,200,none,0.8463051651837712,0.291,-0.19022858824683606,545,0.47155963302752296,29100.0
5,3,200,trend_follow,-0.584875211418469,-0.168125,-0.2645,352,0.45170454545454547,-16812.5
5,3,200,mean_revert,1.114895717148344,0.262125,-0.08177109028120375,460,0.48043478260869565,26212.5
6,1,20,none,0.24091436742727732,-0.020625,-0.637875,499,0.6112224448897795,-2062.5
6,1,20,trend_follow,0.8592788579319424,0.152375,-0.08123284252558023,250,0.584,15237.5
6,1,20,mean_revert,1.1647030175484805,0.43325,-0.27125,491,0.6191446028513238,43325.0
6,1,50,none,0.4006258403668307,0.10225,-0.516751774816291,497,0.613682092555332,10225.0
6,1,50,trend_follow,1.045896553106289,0.225625,-0.14425,295,0.6169491525423729,22562.5
6,1,50,mean_revert,2.3201126579865483,0.69325,-0.06495323661536195,477,0.6163522012578616,69325.0
6,1,100,none,0.39498026725962915,0.098625,-0.518625,494,0.6153846153846154,9862.5
6,1,100,trend_follow,1.109513950346359,0.236375,-0.139125,286,0.6258741258741258,23637.5
6,1,100,mean_revert,1.9542488180882998,0.511625,-0.07881411303495589,460,0.6152173913043478,51162.5
6,1,200,none,1.7626386133948464,0.477625,-0.1463475133325065,492,0.6178861788617886,47762.5
6,1,200,trend_follow,1.3020547707508603,0.291625,-0.139125,313,0.6230031948881789,29162.5
6,1,200,mean_revert,1.4887667399979536,0.300375,-0.08125,428,0.6074766355140186,30037.5
6,2,20,none,0.4191216755266603,0.12925,-0.36429805082654826,488,0.5102459016393442,12925.0
6,2,20,trend_follow,0.9966241126254793,0.327625,-0.052959212115581154,271,0.4870848708487085,32762.5
6,2,20,mean_revert,-0.13498081772647272,-0.3145,-0.642375,478,0.5104602510460251,-31450.0
6,2,50,none,0.40110194338736443,0.116,-0.369125,486,0.5102880658436214,11600.0
6,2,50,trend_follow,0.4852756021179896,0.138375,-0.11325444963706871,294,0.47619047619047616,13837.5
6,2,50,mean_revert,1.504865094812269,0.432625,-0.07922465208747514,464,0.5172413793103449,43262.5
6,2,100,none,0.4690264883788662,0.164625,-0.3205,483,0.5134575569358178,16462.5
6,2,100,trend_follow,0.5199940322567951,0.09025,-0.09536874451273046,290,0.4793103448275862,9025.0
6,2,100,mean_revert,1.4144195756346423,0.369625,-0.08497710461430082,449,0.5233853006681515,36962.5
6,2,200,none,1.2338237118404691,0.461125,-0.0969236471460341,481,0.5135135135135135,46112.5
6,2,200,trend_follow,0.3959636999964316,0.065,-0.11139157155399473,307,0.48534201954397393,6500.0
6,2,200,mean_revert,0.7522156423999833,0.18425,-0.09886724960254371,414,0.5314009661835749,18425.0
6,3,20,none,0.19275316531591072,-0.01075,-0.382125,476,0.49789915966386555,-1075.0
6,3,20,trend_follow,0.21816149540525193,0.036875,-0.181375,291,0.4742268041237113,3687.5
6,3,20,mean_revert,-0.33385781033947415,-0.24725,-0.45325,466,0.4957081545064378,-24725.0
6,3,50,none,0.2948576623230213,0.060875,-0.3105,474,0.4978902953586498,6087.5
6,3,50,trend_follow,0.7768882809918991,0.2295,-0.11109970222815484,295,0.4745762711864407,22950.0
6,3,50,mean_revert,1.148010132340649,0.358125,-0.08876098152075129,454,0.5,35812.5
6,3,100,none,0.4676594147688104,0.154875,-0.2165,471,0.5010615711252654,15487.5
6,3,100,trend_follow,0.6551449612466489,0.115875,-0.11401238041643219,282,0.5,11587.5
6,3,100,mean_revert,1.4366865909587645,0.4125,-0.07761090372428162,437,0.5034324942791762,41250.0
6,3,200,none,1.125667841696875,0.383375,-0.11304993502877297,470,0.5042553191489362,38337.5
6,3,200,trend_follow,-0.1787409504466634,-0.045375,-0.17089578661631064,298,0.4798657718120805,-4537.5
6,3,200,mean_revert,0.8344999175225519,0.204125,-0.0821748532591906,401,0.5062344139650873,20412.5
