momentum,top_n,stop_loss,universe_size,total_return,annual_return,sharpe,max_dd,trades,stopped,win_rate
ret_6m,30,0.05,1000,1222.997005866905,81.65961168011329,2.1626034179675346,-25.504026671260632,1090,629,14.220183486238533
ret_6m,30,0.1,100,202.67211370758832,29.17577703862888,1.1331139989580779,-32.92941975065632,719,284,37.41307371349096
ret_6m,30,0.1,200,313.94376237390674,38.87098630290644,1.2252590273120698,-33.753564473465026,780,319,35.38461538461539
ret_6m,30,0.1,500,462.2821287650205,49.05915417341038,1.3659991251886692,-30.81120435112103,939,413,27.582534611288605
ret_6m,30,0.1,1000,995.1983140955874,73.89538973933298,1.9329869727475102,-23.984423402910203,996,474,19.879518072289155
ret_6m,50,0.03,100,287.66783330512663,36.781621719396426,1.672873753721291,-15.974964586233789,1243,825,26.950925181013673
ret_6m,50,0.03,200,411.7305543265398,45.84826316626467,1.7044098182176584,-20.28370548298031,1504,1029,22.872340425531913
ret_6m,50,0.03,500,575.1733207738841,55.49870374246888,1.7034394318853494,-29.984241284298342,1685,1076,19.10979228486647
ret_6m,50,0.03,1000,1044.1154885255928,75.6607750510373,2.235741498343529,-28.83668061487832,1751,1063,13.478012564249001
ret_6m,50,0.05,100,253.0434251600202,33.85524122452155,1.5470908276001358,-19.440285551566994,1128,625,33.33333333333333
ret_6m,50,0.05,200,336.82305591224997,40.60875618943183,1.5440090327842517,-21.922925865222894,1376,808,28.77906976744186
ret_6m,50,0.05,500,470.6556368655737,49.56936643760243,1.5622130266463805,-30.224796779094852,1598,911,23.09136420525657
ret_6m,50,0.05,1000,804.4375673357855,66.37017838827546,2.013085179408998,-28.86748263695032,1700,972,15.88235294117647
ret_6m,50,0.1,100,182.1002847363896,27.0910041017165,1.248733352530732,-25.101831534350598,962,335,41.476091476091476
ret_6m,50,0.1,200,233.96842516844524,32.147575119697834,1.2674611581942068,-26.488183331166788,1176,437,37.15986394557823
ret_6m,50,0.1,500,334.64113928671344,40.44609225292739,1.3152991443946704,-30.636336029783717,1432,587,29.608938547486037
ret_6m,50,0.1,1000,663.335574929322,59.97333504193063,1.7929024526683326,-27.895516168120725,1552,696,22.164948453608247
ret_6m,100,0.03,100,142.4320963702681,22.716073815669425,2.2171264262921033,-11.058730509833378,927,605,29.341963322545844
ret_6m,100,0.03,200,287.76234130773713,36.78932909642172,1.821223675516127,-14.369930683868704,2434,1619,26.047658175842237
ret_6m,100,0.03,500,414.90612492124484,46.0569807015774,1.919588858474834,-18.065084229680767,3025,1939,21.289256198347108
ret_6m,100,0.03,1000,780.1922569057676,65.32843850636753,2.2531050195134066,-23.796733579174113,3295,2009,15.508345978755692
ret_6m,100,0.05,100,137.43744731199828,22.126965526654942,2.124091752967564,-11.49740482525269,823,443,37.66707168894289
ret_6m,100,0.05,200,233.44164503160778,32.09936286758604,1.6047724808936876,-18.23500314280189,2164,1192,32.486136783733826
ret_6m,100,0.05,500,321.60948026268426,39.461275071842294,1.671487126535345,-18.72822331277387,2804,1542,26.069900142653353
ret_6m,100,0.05,1000,628.8827363530016,58.274536228425866,2.0377124753719396,-24.459682142803548,3146,1741,18.817546090273364
ret_6m,100,0.1,100,120.76003724436428,20.08818915426658,1.8872742591429408,-12.468187697601223,707,248,46.81753889674682
ret_6m,100,0.1,200,174.3045420172923,26.270379246278907,1.3261199651651312,-21.70740782624524,1854,628,40.88457389428263
ret_6m,100,0.1,500,220.93830067144694,30.937450125797426,1.3336959363976495,-21.67975373921053,2460,857,32.60162601626016
ret_6m,100,0.1,1000,477.7286144686051,49.995869742280476,1.7564873704448092,-24.42499629613858,2836,1145,25.105782792665725
ret_12m,10,0.03,100,366.00993310217945,49.54072544300827,1.09669924300353,-39.961176202581534,277,210,18.050541516245488
ret_12m,10,0.03,200,478.09263133842865,58.20960759358413,1.1660674197094838,-44.113555050005665,284,205,19.718309859154928
ret_12m,10,0.03,500,390.4173728311346,51.55011017248299,1.1621271744899424,-37.293555613169524,311,194,16.39871382636656
ret_12m,10,0.03,1000,233.51873609375923,37.0173950350704,0.9357880108590678,-41.237509855807694,325,203,11.692307692307692
ret_12m,10,0.05,100,336.1167394488592,46.97090882822395,1.069175139437433,-41.43965536057041,260,175,23.846153846153847
ret_12m,10,0.05,200,399.9597304429022,52.31563063266415,1.0991252254658657,-45.03904622430755,265,178,23.39622641509434
ret_12m,10,0.05,500,388.6673184200812,51.408523458689494,1.1555253905355627,-37.29355561316952,300,175,19.333333333333332
ret_12m,10,0.05,1000,187.61011906130793,31.81339347665284,0.8419283577779452,-45.12167519663304,315,186,13.65079365079365
ret_12m,10,0.1,100,201.46967631757468,33.44541984315632,0.8675383141159254,-47.129083582122895,222,109,32.432432432432435
ret_12m,10,0.1,200,311.8408354310112,44.78646365456065,0.9955739507865753,-44.07823327015172,220,105,34.090909090909086
ret_12m,10,0.1,500,279.57348639185136,41.73054640008231,0.9904171420755677,-38.38126591578381,272,130,25.36764705882353
ret_12m,10,0.1,1000,211.96412974548662,34.64469778889925,0.8922170205088066,-41.742454376774226,286,141,18.181818181818183
ret_12m,20,0.03,100,265.42100286746023,40.32942046291721,1.2286046064101148,-28.906688405477933,485,349,21.237113402061855
ret_12m,20,0.03,200,310.76444541246354,44.68742716356757,1.2397194423274673,-30.611749569463786,520,377,19.615384615384617
ret_12m,20,0.03,500,503.8903750246361,60.02592130181061,1.500436954887309,-29.635726829759925,552,363,14.673913043478262
ret_12m,20,0.03,1000,503.05661809929825,59.9681249181067,1.4946966825771744,-31.487785462180607,579,375,13.126079447322972
ret_12m,20,0.05,100,223.61270608292426,35.94146832267453,1.1419788416929364,-31.04404399100447,450,289,26.222222222222225
ret_12m,20,0.05,200,245.82114554102338,38.321227779902145,1.1170610286202924,-31.56262429938776,485,313,23.917525773195877
ret_12m,20,0.05,500,421.7036027456805,54.02051872789233,1.391879733672038,-27.321862956535085,531,327,17.51412429378531
ret_12m,20,0.05,1000,380.95203832912813,50.77982250773512,1.325220217874988,-32.18376215979821,565,353,14.513274336283185
ret_12m,20,0.1,100,152.5816428257933,27.412635985255008,0.922992281399831,-32.78795924479977,380,179,33.68421052631579
ret_12m,20,0.1,200,167.64742805656118,29.357378267611644,0.9097477771493006,-35.106707244618285,413,196,32.92978208232446
ret_12m,20,0.1,500,327.0242027012893,46.1635017296405,1.2191813836884562,-32.85767956911636,456,203,26.096491228070175
ret_12m,20,0.1,1000,325.0866046805063,45.98980703183331,1.201547136262819,-35.34823593879238,498,254,20.281124497991968
ret_12m,30,0.03,100,190.48532620215713,32.156662834972536,1.218205440264678,-23.983603663950056,700,516,20.285714285714285
ret_12m,30,0.03,200,242.78898071654083,38.00309488624754,1.2273653763236552,-27.098918683918676,746,545,20.37533512064343
ret_12m,30,0.03,500,399.3095612437909,52.2638160568901,1.4685773603182228,-28.750665290346937,796,512,17.587939698492463
ret_12m,30,0.03,1000,453.2052576021056,56.39974148877129,1.5979931465535238,-28.08757670108205,857,574,12.485414235705951
ret_12m,30,0.05,100,155.14213276311065,27.749087102642388,1.097446472267397,-26.63995454866932,645,417,25.581395348837212
ret_12m,30,0.05,200,182.9021944535453,31.245803656074656,1.0680830171214777,-29.02906140926218,691,454,25.03617945007236
ret_12m,30,0.05,500,334.2525047185454,46.80638706615101,1.3515475193418205,-29.663927644410233,758,447,20.58047493403694
ret_12m,30,0.05,1000,352.29312454167257,48.37713237833932,1.4174241165206534,-28.253218151381176,832,526,14.783653846153847
ret_12m,30,0.1,100,96.98943134102265,19.394806397209095,0.8224109756120653,-34.001983177865384,533,238,33.771106941838646
ret_12m,30,0.1,200,137.2998705190992,25.350415927692517,0.8914247214788008,-31.525966386204246,595,272,34.11764705882353
ret_12m,30,0.1,500,251.64634568867376,38.926669014804595,1.1560688395958874,-33.518907991608,653,290,28.177641653905056
ret_12m,30,0.1,1000,267.2783389138127,40.51556044409492,1.2110353064050141,-31.471098292299015,735,372,21.08843537414966
ret_12m,50,0.03,100,159.37541691668974,28.299916226031606,1.3442450632826568,-17.002298605800835,995,716,23.115577889447238
ret_12m,50,0.03,200,183.26985910195427,31.290379555538284,1.2700288531776174,-21.866529251903465,1193,858,20.787929589270746
ret_12m,50,0.03,500,307.4675880731841,44.38289244245759,1.5148334874304097,-27.357868082792486,1281,862,17.56440281030445
ret_12m,50,0.03,1000,421.1603812143728,53.97857121439724,1.698917794524287,-27.518419951234037,1377,917,12.708787218591139
ret_12m,50,0.05,100,130.23052157940097,24.363114125835274,1.1838701062653416,-19.85588352549954,903,554,29.346622369878183
ret_12m,50,0.05,200,147.64150747799727,26.756312185249655,1.1263026169979131,-23.291039549442495,1080,671,26.296296296296294
ret_12m,50,0.05,500,241.91725634512312,37.911249604984,1.3309173296870318,-29.122918676525718,1185,721,21.434599156118146
ret_12m,50,0.05,1000,323.06358371048225,45.807829569227444,1.4952477287905832,-28.00762166273451,1321,820,15.291445874337622
ret_12m,50,0.1,100,92.14377167226499,18.619833256955864,0.9268676186580525,-24.794459058604573,746,306,37.13136729222521
ret_12m,50,0.1,200,105.63074989774633,20.742570305967757,0.8960140239545668,-25.21514536697928,910,375,34.83516483516483
ret_12m,50,0.1,500,173.25206311909565,30.060211216339262,1.0790072693791544,-31.35411200318263,1012,444,29.150197628458496
ret_12m,50,0.1,1000,254.7399728887045,39.24519798440065,1.2860059145594827,-30.196648035024875,1142,549,21.80385288966725
ret_12m,100,0.03,100,139.29024152031442,40.27471840899817,2.8266720344221814,-9.504203654374427,881,601,26.787741203178207
ret_12m,100,0.03,200,142.89451794880975,26.116474909264966,1.3913460673584293,-16.029571999178398,2076,1471,22.302504816955686
ret_12m,100,0.03,500,193.53845217932536,32.51843771948004,1.433028620831231,-22.08309492783132,2351,1589,19.77881752445768
ret_12m,100,0.03,1000,263.23431142861125,40.10937515012405,1.5953872646824638,-24.392859794297856,2564,1705,15.01560062402496
ret_12m,100,0.05,100,132.4505957072182,38.70568233353722,2.6784108070088837,-9.429059474194558,781,447,34.44302176696543
ret_12m,100,0.05,200,109.85129120445607,21.38567654039898,1.1597721471558327,-19.49771136659553,1850,1114,28.37837837837838
ret_12m,100,0.05,500,150.506235336185,27.138071995416556,1.223679961640559,-23.294517355187175,2164,1284,24.399260628465804
ret_12m,100,0.05,1000,210.79067088041649,34.51209152161887,1.39385052059856,-25.2503868608003,2405,1460,18.12889812889813
ret_12m,100,0.1,100,116.26766824907806,34.877122627925885,2.3518212867706874,-9.677839096417939,636,233,44.65408805031446
ret_12m,100,0.1,200,85.49760881887335,17.533072568117625,0.9500774290799603,-21.923386124356043,1497,574,37.34134936539746
ret_12m,100,0.1,500,111.02949859376837,21.56349898281413,0.9840474061721133,-24.90800139235289,1813,704,32.763375620518474
ret_12m,100,0.1,1000,151.6949163682603,27.29553201450823,1.108659947512643,-26.63853541950761,2079,961,24.434824434824435
mom_risk_adj,10,0.03,100,216.2190579805462,35.122456522763734,1.0234937000453013,-37.69710701881585,268,182,24.253731343283583
mom_risk_adj,10,0.03,200,213.7562332957399,34.84650466339085,0.932041346417685,-40.713126395402654,277,188,22.743682310469314
mom_risk_adj,10,0.03,500,285.37791810016455,42.29405042614678,1.0637169176620287,-41.2036726963482,310,203,21.935483870967744
mom_risk_adj,10,0.03,1000,72.65069748140576,15.34807364379307,0.5261625232552407,-57.57239033227026,323,218,14.860681114551083
mom_risk_adj,10,0.05,100,191.38451688921992,32.26350145992989,0.9859908496024437,-38.731147160210924,252,148,29.761904761904763
mom_risk_adj,10,0.05,200,176.07609333671869,30.41032329297615,0.8665928019059423,-41.82275793032078,257,150,29.18287937743191
mom_risk_adj,10,0.05,500,214.84122820271398,34.96827139644905,0.9348845844933643,-41.5839653628175,294,173,27.2108843537415
mom_risk_adj,10,0.05,1000,96.34481013361955,19.292528917330287,0.6102402695163783,-47.3765958419481,310,190,19.032258064516128
mom_risk_adj,10,0.1,100,89.8821839305421,18.253186084986318,0.6522794584558571,-41.135994379071995,225,89,36.888888888888886
mom_risk_adj,10,0.1,200,148.78928924096647,26.909657665681408,0.8019434011806859,-44.19948163304833,216,77,39.351851851851855
mom_risk_adj,10,0.1,500,198.65188605066731,33.118169071009085,0.8915506091932697,-42.98646184607525,258,105,35.65891472868217
mom_risk_adj,10,0.1,1000,100.36837325668806,19.926912562702714,0.6297574394768028,-42.06914827278265,275,118,27.27272727272727
mom_risk_adj,20,0.03,100,178.51141375608597,30.710126973936248,1.037647306304206,-33.40036390216391,482,330,24.481327800829874
mom_risk_adj,20,0.03,200,247.14848003375488,38.45984286863955,1.241452575487149,-33.20614314851668,509,342,26.719056974459725
mom_risk_adj,20,0.03,500,323.64425085700714,45.8601281503926,1.3219327498129063,-39.81750324225519,546,334,23.809523809523807
mom_risk_adj,20,0.03,1000,290.1860571542027,42.7561050314482,1.330154850102245,-33.266441440107435,582,360,20.962199312714777
mom_risk_adj,20,0.05,100,151.41256655838612,27.25818003299181,1.0329746134092517,-35.345060573897825,449,264,31.180400890868597
mom_risk_adj,20,0.05,200,206.5315829688235,34.02766587283337,1.158641277893953,-34.568445810693795,466,271,32.40343347639485
mom_risk_adj,20,0.05,500,241.64464051872648,37.88249118037965,1.1707343535768553,-40.39991993801644,516,282,27.51937984496124
mom_risk_adj,20,0.05,1000,239.0967333020663,37.61288793455746,1.2090697964605162,-33.82721070099426,558,315,24.551971326164875
mom_risk_adj,20,0.1,100,88.48953462943226,18.02580335520776,0.768458098600947,-35.091123496140206,385,143,39.48051948051948
mom_risk_adj,20,0.1,200,151.14631132014847,27.22292880553523,0.9849194073446356,-33.86410871870865,406,149,39.90147783251231
mom_risk_adj,20,0.1,500,175.00974226190985,30.278433491518975,0.9728969200215214,-42.958185006445426,454,153,35.90308370044053
mom_risk_adj,20,0.1,1000,196.29374758793975,32.84254377468165,1.0755748448964155,-35.15516939888062,496,187,33.46774193548387
mom_risk_adj,30,0.03,100,167.89945166688446,29.389214806813314,1.2928273671321366,-25.975518227303656,654,464,23.08868501529052
mom_risk_adj,30,0.03,200,174.0462108104199,30.158935542435827,1.1963059194468542,-26.42360536132133,735,511,23.537414965986393
mom_risk_adj,30,0.03,500,259.97458467783775,39.77952756985725,1.2619514981541706,-38.66363123908877,754,474,22.679045092838194
mom_risk_adj,30,0.03,1000,285.2600442896158,42.28266960120415,1.45975382075483,-32.891828824738774,836,533,19.37799043062201
mom_risk_adj,30,0.05,100,138.26828025325045,25.483965177700796,1.1564700460362478,-26.372596424296198,591,360,28.934010152284262
mom_risk_adj,30,0.05,200,139.40213326986543,25.639821518302618,1.0686314184510357,-27.481224610687345,672,395,30.80357142857143
mom_risk_adj,30,0.05,500,199.89421879196178,33.26273016628632,1.1268905672099672,-38.50818067845289,708,391,26.55367231638418
mom_risk_adj,30,0.05,1000,212.63496576232578,34.72033993605326,1.2402712094722805,-34.02346905424485,793,459,22.57250945775536
mom_risk_adj,30,0.1,100,88.84252981907039,18.083555197257905,0.8609848341143489,-31.25428538181147,494,198,37.85425101214575
mom_risk_adj,30,0.1,200,106.97210692103863,20.948008292455512,0.9003811012617404,-28.09126344864871,576,203,39.0625
mom_risk_adj,30,0.1,500,135.71869653396874,25.13149524506204,0.9142059150783928,-39.11758188188549,617,222,33.71150729335494
mom_risk_adj,30,0.1,1000,148.72755054265326,26.901422587828883,0.9994088512173989,-35.08850341519984,697,271,30.84648493543759
mom_risk_adj,50,0.03,100,144.67658150409423,26.357749466904412,1.3377616918941173,-16.59749701757126,954,666,24.633123689727462
mom_risk_adj,50,0.03,200,175.09065506347073,30.28845428137805,1.4127436483356959,-20.783860144675604,1085,743,24.792626728110598
mom_risk_adj,50,0.03,500,234.73131076922215,37.14746864159251,1.4731947724803105,-30.28111538204946,1233,793,23.763179237631793
mom_risk_adj,50,0.03,1000,232.93194114363547,36.95432375590257,1.4424210466397511,-29.172683363913123,1301,822,19.60030745580323
mom_risk_adj,50,0.05,100,117.21327208427014,22.48495617862305,1.1670392967512253,-17.986160284711435,875,509,31.771428571428572
mom_risk_adj,50,0.05,200,134.99684363558845,25.03119073455611,1.203351775097546,-21.99801929976034,977,567,30.808597748208804
mom_risk_adj,50,0.05,500,186.6910510513602,31.70313205291111,1.3176375157517661,-29.9430180358217,1130,614,29.557522123893804
mom_risk_adj,50,0.05,1000,177.94505946170744,30.6405783948674,1.231940334360049,-29.852901534561326,1221,680,23.423423423423422
mom_risk_adj,50,0.1,100,84.42998011337247,17.355827326935835,0.9151716427262425,-21.60723338681557,725,261,39.724137931034484
mom_risk_adj,50,0.1,200,108.1548782925415,21.128343591953502,1.0301556991062473,-22.9799491538576,827,290,40.87061668681983
mom_risk_adj,50,0.1,500,127.01008670445559,23.9059139297896,1.0260387711521919,-31.184782760562186,981,330,37.20693170234455
mom_risk_adj,50,0.1,1000,131.15413418321063,24.493365898986386,1.0122771496431229,-30.543152841762012,1065,400,29.95305164319249
mom_risk_adj,100,0.03,100,139.29024152031414,40.274718408998126,2.8266720344221787,-9.504203654374436,881,601,26.787741203178207
mom_risk_adj,100,0.03,200,145.0290083350181,26.405310910103076,1.4705161720345232,-14.751396597844973,1947,1318,25.064201335387775
mom_risk_adj,100,0.03,500,194.91375721408897,32.68049471740719,1.602442879102354,-20.982571074198574,2189,1397,24.851530379168572
mom_risk_adj,100,0.03,1000,213.11113881098316,34.773959559960765,1.6003701620852901,-24.49310314045391,2427,1557,20.80758137618459
mom_risk_adj,100,0.05,100,132.45059570721818,38.70568233353722,2.678410807008884,-9.429059474194574,781,447,34.44302176696543
mom_risk_adj,100,0.05,200,116.72155076190532,22.412398020424273,1.2592065685806104,-16.555754975916475,1746,992,31.38602520045819
mom_risk_adj,100,0.05,500,156.37667087842414,27.91041633695206,1.3987340182849837,-21.773504478527343,1986,1060,30.866062437059416
mom_risk_adj,100,0.05,1000,169.31920319012653,29.568150885122414,1.3774920036993505,-24.981175800344886,2255,1245,25.49889135254989
mom_risk_adj,100,0.1,100,116.26766824907806,34.877122627925885,2.3518212867706874,-9.677839096417939,636,233,44.65408805031446
mom_risk_adj,100,0.1,200,91.58535301268861,18.529600343048692,1.0380006092757956,-19.297191760330335,1435,497,40.13937282229965
mom_risk_adj,100,0.1,500,121.28995106752049,23.08188500449946,1.1646377480467085,-23.390632624545074,1668,507,39.86810551558753
mom_risk_adj,100,0.1,1000,121.13713903280616,23.059656603350188,1.0857905035982711,-26.043544047629414,1929,671,33.38517366511146
